Rama de actividad CNAE 2009	Sexo	Unidad	Periodo	Total
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2019T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2019T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2018T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2018T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2018T2	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2018T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2017T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2017T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2017T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2017T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2016T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2016T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2016T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2016T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2015T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2015T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2015T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2015T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2014T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2014T3	0,1
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2014T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2014T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2013T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2013T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2013T2	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2013T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2012T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2012T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2012T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2012T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2011T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2011T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2011T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2011T1	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2010T4	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2010T3	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2010T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2010T1	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2009T4	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2009T3	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2009T2	0,2
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2009T1	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2008T4	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2008T3	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2008T2	0,3
27 Fabricación de material y equipo eléctrico	Mujeres	Porcentaje	2008T1	0,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2021T4	173,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2021T3	173,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2021T2	165,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2021T1	154,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2020T4	157,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2020T3	147,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2020T2	143,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2020T1	151,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2019T4	155,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2019T3	152,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2019T2	146,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2019T1	160,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2018T4	155,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2018T3	146,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2018T2	152,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2018T1	162,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2017T4	163,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2017T3	161,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2017T2	152,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2017T1	157,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2016T4	148,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2016T3	149,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2016T2	138,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2016T1	146,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2015T4	136,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2015T3	139,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2015T2	125,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2015T1	121,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2014T4	126,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2014T3	128,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2014T2	124,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2014T1	118,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2013T4	120,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2013T3	123,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2013T2	122,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2013T1	119,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2012T4	131,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2012T3	135,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2012T2	131,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2012T1	138,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2011T4	137,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2011T3	148,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2011T2	137,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2011T1	136,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2010T4	136,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2010T3	136,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2010T2	129,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2010T1	123,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2009T4	129,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2009T3	134,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2009T2	140,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2009T1	150,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2008T4	157,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2008T3	164,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2008T2	157,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Valor absoluto	2008T1	172,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2021T4	0,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2021T3	0,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2021T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2021T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2020T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2020T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2020T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2020T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2019T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2019T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2019T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2019T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2018T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2018T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2018T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2018T1	0,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2017T4	0,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2017T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2017T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2017T1	0,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2016T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2016T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2016T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2016T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2015T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2015T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2015T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2015T1	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2014T4	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2014T3	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2014T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2014T1	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2013T4	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2013T3	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2013T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2013T1	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2012T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2012T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2012T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2012T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2011T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2011T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2011T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2011T1	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2010T4	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2010T3	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2010T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2010T1	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2009T4	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2009T3	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2009T2	0,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2009T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2008T4	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2008T3	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2008T2	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Ambos sexos	Porcentaje	2008T1	0,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2021T4	140,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2021T3	144,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2021T2	137,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2021T1	130,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2020T4	132,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2020T3	124,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2020T2	122,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2020T1	126,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2019T4	129,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2019T3	127,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2019T2	120,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2019T1	133,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2018T4	129,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2018T3	124,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2018T2	128,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2018T1	136,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2017T4	140,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2017T3	134,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2017T2	127,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2017T1	131,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2016T4	122,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2016T3	122,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2016T2	113,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2016T1	122,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2015T4	114,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2015T3	119,9
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2015T2	106,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2015T1	101,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2014T4	105,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2014T3	109,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2014T2	108,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2014T1	102,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2013T4	104,3
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2013T3	105,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2013T2	106,1
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2013T1	100,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2012T4	111,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2012T3	111,8
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2012T2	106,6
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2012T1	115,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2011T4	112,2
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2011T3	123,7
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2011T2	114,0
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2011T1	113,5
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2010T4	111,4
28 Fabricación de maquinaria y equipo n.c.o.p.	Hombres	Valor absoluto	2010T3	111,2
